,attribute_id,attribute_name,attribute_question,group_id,active,attribute_tooltip
104,1501,Baari,"{""fi"":""Onko rakennuksessa baari?"", ""sv"":""[Svenska]Onko rakennuksessa baari?"", ""en"":""[English]Onko rakennuksessa baari?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
105,1502,Jätekylmiö,"{""fi"":""Onko rakennuksessa jätekylmiö?"", ""sv"":""[Svenska]Onko rakennuksessa jätekylmiö?"", ""en"":""[English]Onko rakennuksessa jätekylmiö?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
106,1503,Ravintolasali,"{""fi"":""Onko rakennuksessa ravintolasali?"", ""sv"":""[Svenska]Onko rakennuksessa ravintolasali?"", ""en"":""[English]Onko rakennuksessa ravintolasali?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
107,1504,Vaatetila,"{""fi"":""Onko rakennuksessa vaatetila?"", ""sv"":""[Svenska]Onko rakennuksessa vaatetila?"", ""en"":""[English]Onko rakennuksessa vaatetila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
108,1505,Kahvilasali,"{""fi"":""Onko rakennuksessa kahvilasali?"", ""sv"":""[Svenska]Onko rakennuksessa kahvilasali?"", ""en"":""[English]Onko rakennuksessa kahvilasali?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
109,1506,Astiapalautus,"{""fi"":""Onko rakennuksessa astiapalautus?"", ""sv"":""[Svenska]Onko rakennuksessa astiapalautus?"", ""en"":""[English]Onko rakennuksessa astiapalautus?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
110,1507,Kuumennuskeittiö,"{""fi"":""Onko rakennuksessa kuumennuskeittiö?"", ""sv"":""[Svenska]Onko rakennuksessa kuumennuskeittiö?"", ""en"":""[English]Onko rakennuksessa kuumennuskeittiö?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
111,1508,Ruokasali,"{""fi"":""Onko rakennuksessa ruokasali?"", ""sv"":""[Svenska]Onko rakennuksessa ruokasali?"", ""en"":""[English]Onko rakennuksessa ruokasali?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
112,1509,Ruuanjakelu,"{""fi"":""Onko rakennuksessa ruuanjakelu?"", ""sv"":""[Svenska]Onko rakennuksessa ruuanjakelu?"", ""en"":""[English]Onko rakennuksessa ruuanjakelu?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
113,1510,Astianpalautus,"{""fi"":""Onko rakennuksessa astianpalautus?"", ""sv"":""[Svenska]Onko rakennuksessa astianpalautus?"", ""en"":""[English]Onko rakennuksessa astianpalautus?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
114,16,Majoitus,"{""fi"":""Onko rakennuksessa majoitus?"", ""sv"":""[Svenska]Onko rakennuksessa majoitus?"", ""en"":""[English]Onko rakennuksessa majoitus?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
115,1601,Majoitushuone,"{""fi"":""Onko rakennuksessa majoitushuone?"", ""sv"":""[Svenska]Onko rakennuksessa majoitushuone?"", ""en"":""[English]Onko rakennuksessa majoitushuone?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
116,17,Asiakaspalvelu,"{""fi"":""Onko rakennuksessa asiakaspalvelu?"", ""sv"":""[Svenska]Onko rakennuksessa asiakaspalvelu?"", ""en"":""[English]Onko rakennuksessa asiakaspalvelu?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
117,1701,Sulkutila,"{""fi"":""Onko rakennuksessa sulkutila?"", ""sv"":""[Svenska]Onko rakennuksessa sulkutila?"", ""en"":""[English]Onko rakennuksessa sulkutila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
118,1702,Hoitohuone,"{""fi"":""Onko rakennuksessa hoitohuone?"", ""sv"":""[Svenska]Onko rakennuksessa hoitohuone?"", ""en"":""[English]Onko rakennuksessa hoitohuone?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
119,1703,Itsepalvelupiste,"{""fi"":""Onko rakennuksessa itsepalvelupiste?"", ""sv"":""[Svenska]Onko rakennuksessa itsepalvelupiste?"", ""en"":""[English]Onko rakennuksessa itsepalvelupiste?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
120,1704,Palvelutila,"{""fi"":""Onko rakennuksessa palvelutila?"", ""sv"":""[Svenska]Onko rakennuksessa palvelutila?"", ""en"":""[English]Onko rakennuksessa palvelutila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
121,1705,Katos,"{""fi"":""Onko rakennuksessa katos?"", ""sv"":""[Svenska]Onko rakennuksessa katos?"", ""en"":""[English]Onko rakennuksessa katos?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
122,18,Kokoontuminen,"{""fi"":""Onko rakennuksessa kokoontuminen?"", ""sv"":""[Svenska]Onko rakennuksessa kokoontuminen?"", ""en"":""[English]Onko rakennuksessa kokoontuminen?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
123,1801,Kokoushuone,"{""fi"":""Onko rakennuksessa kokoushuone?"", ""sv"":""[Svenska]Onko rakennuksessa kokoushuone?"", ""en"":""[English]Onko rakennuksessa kokoushuone?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
124,1802,Lämpiö,"{""fi"":""Onko rakennuksessa lämpiö?"", ""sv"":""[Svenska]Onko rakennuksessa lämpiö?"", ""en"":""[English]Onko rakennuksessa lämpiö?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
125,1803,Monitoimitila,"{""fi"":""Onko rakennuksessa monitoimitila?"", ""sv"":""[Svenska]Onko rakennuksessa monitoimitila?"", ""en"":""[English]Onko rakennuksessa monitoimitila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
126,1804,Odotustila,"{""fi"":""Onko rakennuksessa odotustila?"", ""sv"":""[Svenska]Onko rakennuksessa odotustila?"", ""en"":""[English]Onko rakennuksessa odotustila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
127,1805,Kokoussali,"{""fi"":""Onko rakennuksessa kokoussali?"", ""sv"":""[Svenska]Onko rakennuksessa kokoussali?"", ""en"":""[English]Onko rakennuksessa kokoussali?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
128,1806,Elokuvasali,"{""fi"":""Onko rakennuksessa elokuvasali?"", ""sv"":""[Svenska]Onko rakennuksessa elokuvasali?"", ""en"":""[English]Onko rakennuksessa elokuvasali?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
129,1807,Kahvikeittiö,"{""fi"":""Onko rakennuksessa kahvikeittiö?"", ""sv"":""[Svenska]Onko rakennuksessa kahvikeittiö?"", ""en"":""[English]Onko rakennuksessa kahvikeittiö?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
130,1808,Sali,"{""fi"":""Onko rakennuksessa sali?"", ""sv"":""[Svenska]Onko rakennuksessa sali?"", ""en"":""[English]Onko rakennuksessa sali?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
131,1809,Kirkkosali,"{""fi"":""Onko rakennuksessa kirkkosali?"", ""sv"":""[Svenska]Onko rakennuksessa kirkkosali?"", ""en"":""[English]Onko rakennuksessa kirkkosali?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
132,1810,Sakaristo,"{""fi"":""Onko rakennuksessa sakaristo?"", ""sv"":""[Svenska]Onko rakennuksessa sakaristo?"", ""en"":""[English]Onko rakennuksessa sakaristo?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
133,1811,Lähivarasto,"{""fi"":""Onko rakennuksessa lähivarasto?"", ""sv"":""[Svenska]Onko rakennuksessa lähivarasto?"", ""en"":""[English]Onko rakennuksessa lähivarasto?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
134,19,Virkistys,"{""fi"":""Onko rakennuksessa virkistys?"", ""sv"":""[Svenska]Onko rakennuksessa virkistys?"", ""en"":""[English]Onko rakennuksessa virkistys?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
135,1901,Kuntosali,"{""fi"":""Onko rakennuksessa kuntosali?"", ""sv"":""[Svenska]Onko rakennuksessa kuntosali?"", ""en"":""[English]Onko rakennuksessa kuntosali?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
136,20,Liikenne,"{""fi"":""Onko rakennuksessa liikenne?"", ""sv"":""[Svenska]Onko rakennuksessa liikenne?"", ""en"":""[English]Onko rakennuksessa liikenne?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
137,2001,Kalustohalli,"{""fi"":""Onko rakennuksessa kalustohalli?"", ""sv"":""[Svenska]Onko rakennuksessa kalustohalli?"", ""en"":""[English]Onko rakennuksessa kalustohalli?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
138,2002,Lastaustila,"{""fi"":""Onko rakennuksessa lastaustila?"", ""sv"":""[Svenska]Onko rakennuksessa lastaustila?"", ""en"":""[English]Onko rakennuksessa lastaustila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
139,2003,Materiaalin käsittely,"{""fi"":""Onko rakennuksessa materiaalin käsittely?"", ""sv"":""[Svenska]Onko rakennuksessa materiaalin käsittely?"", ""en"":""[English]Onko rakennuksessa materiaalin käsittely?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
140,2004,Palvelukeittiö,"{""fi"":""Onko rakennuksessa palvelukeittiö?"", ""sv"":""[Svenska]Onko rakennuksessa palvelukeittiö?"", ""en"":""[English]Onko rakennuksessa palvelukeittiö?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
141,2005,Tarkastusalue,"{""fi"":""Onko rakennuksessa tarkastusalue?"", ""sv"":""[Svenska]Onko rakennuksessa tarkastusalue?"", ""en"":""[English]Onko rakennuksessa tarkastusalue?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
142,2006,Tarkastuspiste,"{""fi"":""Onko rakennuksessa tarkastuspiste?"", ""sv"":""[Svenska]Onko rakennuksessa tarkastuspiste?"", ""en"":""[English]Onko rakennuksessa tarkastuspiste?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
143,2007,Tarkastustila,"{""fi"":""Onko rakennuksessa tarkastustila?"", ""sv"":""[Svenska]Onko rakennuksessa tarkastustila?"", ""en"":""[English]Onko rakennuksessa tarkastustila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
144,2008,Eläintila,"{""fi"":""Onko rakennuksessa eläintila?"", ""sv"":""[Svenska]Onko rakennuksessa eläintila?"", ""en"":""[English]Onko rakennuksessa eläintila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
145,2009,Tupakointitila,"{""fi"":""Onko rakennuksessa tupakointitila?"", ""sv"":""[Svenska]Onko rakennuksessa tupakointitila?"", ""en"":""[English]Onko rakennuksessa tupakointitila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
146,21,Auto- ja kalustosäilytys,"{""fi"":""Onko rakennuksessa auto- ja kalustosäilytys?"", ""sv"":""[Svenska]Onko rakennuksessa auto- ja kalustosäilytys?"", ""en"":""[English]Onko rakennuksessa auto- ja kalustosäilytys?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
147,2101,Ajoramppi,"{""fi"":""Onko rakennuksessa ajoramppi?"", ""sv"":""[Svenska]Onko rakennuksessa ajoramppi?"", ""en"":""[English]Onko rakennuksessa ajoramppi?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
148,2102,Ajoväylä,"{""fi"":""Onko rakennuksessa ajoväylä?"", ""sv"":""[Svenska]Onko rakennuksessa ajoväylä?"", ""en"":""[English]Onko rakennuksessa ajoväylä?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
149,2103,Pysäköintihalli,"{""fi"":""Onko rakennuksessa pysäköintihalli?"", ""sv"":""[Svenska]Onko rakennuksessa pysäköintihalli?"", ""en"":""[English]Onko rakennuksessa pysäköintihalli?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
150,2104,Autokatos,"{""fi"":""Onko rakennuksessa autokatos?"", ""sv"":""[Svenska]Onko rakennuksessa autokatos?"", ""en"":""[English]Onko rakennuksessa autokatos?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
151,22,Auto- ja kalustohuolto,"{""fi"":""Onko rakennuksessa auto- ja kalustohuolto?"", ""sv"":""[Svenska]Onko rakennuksessa auto- ja kalustohuolto?"", ""en"":""[English]Onko rakennuksessa auto- ja kalustohuolto?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
152,2201,Huoltohalli,"{""fi"":""Onko rakennuksessa huoltohalli?"", ""sv"":""[Svenska]Onko rakennuksessa huoltohalli?"", ""en"":""[English]Onko rakennuksessa huoltohalli?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
153,2202,Työnjohtotila,"{""fi"":""Onko rakennuksessa työnjohtotila?"", ""sv"":""[Svenska]Onko rakennuksessa työnjohtotila?"", ""en"":""[English]Onko rakennuksessa työnjohtotila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
154,2203,Verstas,"{""fi"":""Onko rakennuksessa verstas?"", ""sv"":""[Svenska]Onko rakennuksessa verstas?"", ""en"":""[English]Onko rakennuksessa verstas?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
155,2204,Huoltohallli,"{""fi"":""Onko rakennuksessa huoltohallli?"", ""sv"":""[Svenska]Onko rakennuksessa huoltohallli?"", ""en"":""[English]Onko rakennuksessa huoltohallli?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
156,23,Tuotanto,"{""fi"":""Onko rakennuksessa tuotanto?"", ""sv"":""[Svenska]Onko rakennuksessa tuotanto?"", ""en"":""[English]Onko rakennuksessa tuotanto?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
157,2301,Palvelinsali,"{""fi"":""Onko rakennuksessa palvelinsali?"", ""sv"":""[Svenska]Onko rakennuksessa palvelinsali?"", ""en"":""[English]Onko rakennuksessa palvelinsali?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
158,2302,Sulkutilat,"{""fi"":""Onko rakennuksessa sulkutilat?"", ""sv"":""[Svenska]Onko rakennuksessa sulkutilat?"", ""en"":""[English]Onko rakennuksessa sulkutilat?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
159,2303,Tuotantotila,"{""fi"":""Onko rakennuksessa tuotantotila?"", ""sv"":""[Svenska]Onko rakennuksessa tuotantotila?"", ""en"":""[English]Onko rakennuksessa tuotantotila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
160,2304,Allastila,"{""fi"":""Onko rakennuksessa allastila?"", ""sv"":""[Svenska]Onko rakennuksessa allastila?"", ""en"":""[English]Onko rakennuksessa allastila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
161,2305,Prosessihalli,"{""fi"":""Onko rakennuksessa prosessihalli?"", ""sv"":""[Svenska]Onko rakennuksessa prosessihalli?"", ""en"":""[English]Onko rakennuksessa prosessihalli?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
162,24,Terveys,"{""fi"":""Onko rakennuksessa terveys?"", ""sv"":""[Svenska]Onko rakennuksessa terveys?"", ""en"":""[English]Onko rakennuksessa terveys?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
163,2401,Itsehoitopiste,"{""fi"":""Onko rakennuksessa itsehoitopiste?"", ""sv"":""[Svenska]Onko rakennuksessa itsehoitopiste?"", ""en"":""[English]Onko rakennuksessa itsehoitopiste?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
164,2402,Lepohuone,"{""fi"":""Onko rakennuksessa lepohuone?"", ""sv"":""[Svenska]Onko rakennuksessa lepohuone?"", ""en"":""[English]Onko rakennuksessa lepohuone?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
165,2403,Toimenpidehuone,"{""fi"":""Onko rakennuksessa toimenpidehuone?"", ""sv"":""[Svenska]Onko rakennuksessa toimenpidehuone?"", ""en"":""[English]Onko rakennuksessa toimenpidehuone?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
166,2404,Toimistotyöpiste,"{""fi"":""Onko rakennuksessa toimistotyöpiste?"", ""sv"":""[Svenska]Onko rakennuksessa toimistotyöpiste?"", ""en"":""[English]Onko rakennuksessa toimistotyöpiste?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
167,2405,Vastaanottohuone,"{""fi"":""Onko rakennuksessa vastaanottohuone?"", ""sv"":""[Svenska]Onko rakennuksessa vastaanottohuone?"", ""en"":""[English]Onko rakennuksessa vastaanottohuone?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
168,25,Sairaanhoito,"{""fi"":""Onko rakennuksessa sairaanhoito?"", ""sv"":""[Svenska]Onko rakennuksessa sairaanhoito?"", ""en"":""[English]Onko rakennuksessa sairaanhoito?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
169,2501,Heräämö,"{""fi"":""Onko rakennuksessa heräämö?"", ""sv"":""[Svenska]Onko rakennuksessa heräämö?"", ""en"":""[English]Onko rakennuksessa heräämö?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
170,2502,Lastenhoitohuone,"{""fi"":""Onko rakennuksessa lastenhoitohuone?"", ""sv"":""[Svenska]Onko rakennuksessa lastenhoitohuone?"", ""en"":""[English]Onko rakennuksessa lastenhoitohuone?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
171,2503,Leikkaussali,"{""fi"":""Onko rakennuksessa leikkaussali?"", ""sv"":""[Svenska]Onko rakennuksessa leikkaussali?"", ""en"":""[English]Onko rakennuksessa leikkaussali?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
172,2504,Liikuntatila,"{""fi"":""Onko rakennuksessa liikuntatila?"", ""sv"":""[Svenska]Onko rakennuksessa liikuntatila?"", ""en"":""[English]Onko rakennuksessa liikuntatila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
173,2505,"Pesuhuone, esteetön","{""fi"":""Onko rakennuksessa pesuhuone, esteetön?"", ""sv"":""[Svenska]Onko rakennuksessa pesuhuone, esteetön?"", ""en"":""[English]Onko rakennuksessa pesuhuone, esteetön?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
174,2506,Pesupiste,"{""fi"":""Onko rakennuksessa pesupiste?"", ""sv"":""[Svenska]Onko rakennuksessa pesupiste?"", ""en"":""[English]Onko rakennuksessa pesupiste?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
175,2507,Potilashuone,"{""fi"":""Onko rakennuksessa potilashuone?"", ""sv"":""[Svenska]Onko rakennuksessa potilashuone?"", ""en"":""[English]Onko rakennuksessa potilashuone?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
176,2508,"Pukuhuone, esteetön","{""fi"":""Onko rakennuksessa pukuhuone, esteetön?"", ""sv"":""[Svenska]Onko rakennuksessa pukuhuone, esteetön?"", ""en"":""[English]Onko rakennuksessa pukuhuone, esteetön?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
177,2509,Ryhmätila,"{""fi"":""Onko rakennuksessa ryhmätila?"", ""sv"":""[Svenska]Onko rakennuksessa ryhmätila?"", ""en"":""[English]Onko rakennuksessa ryhmätila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
178,2510,Välinehuoltotila,"{""fi"":""Onko rakennuksessa välinehuoltotila?"", ""sv"":""[Svenska]Onko rakennuksessa välinehuoltotila?"", ""en"":""[English]Onko rakennuksessa välinehuoltotila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
179,2511,Työtila,"{""fi"":""Onko rakennuksessa työtila?"", ""sv"":""[Svenska]Onko rakennuksessa työtila?"", ""en"":""[English]Onko rakennuksessa työtila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
180,26,Kuvantaminen,"{""fi"":""Onko rakennuksessa kuvantaminen?"", ""sv"":""[Svenska]Onko rakennuksessa kuvantaminen?"", ""en"":""[English]Onko rakennuksessa kuvantaminen?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
181,2601,Hätäsuihku,"{""fi"":""Onko rakennuksessa hätäsuihku?"", ""sv"":""[Svenska]Onko rakennuksessa hätäsuihku?"", ""en"":""[English]Onko rakennuksessa hätäsuihku?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
182,2602,Laboratoriotyöpiste,"{""fi"":""Onko rakennuksessa laboratoriotyöpiste?"", ""sv"":""[Svenska]Onko rakennuksessa laboratoriotyöpiste?"", ""en"":""[English]Onko rakennuksessa laboratoriotyöpiste?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
183,2603,Tutkimushuone,"{""fi"":""Onko rakennuksessa tutkimushuone?"", ""sv"":""[Svenska]Onko rakennuksessa tutkimushuone?"", ""en"":""[English]Onko rakennuksessa tutkimushuone?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
184,27,Osastohoito,"{""fi"":""Onko rakennuksessa osastohoito?"", ""sv"":""[Svenska]Onko rakennuksessa osastohoito?"", ""en"":""[English]Onko rakennuksessa osastohoito?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
185,28,Laboratorio,"{""fi"":""Onko rakennuksessa laboratorio?"", ""sv"":""[Svenska]Onko rakennuksessa laboratorio?"", ""en"":""[English]Onko rakennuksessa laboratorio?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
186,2801,Laboratoriotila,"{""fi"":""Onko rakennuksessa laboratoriotila?"", ""sv"":""[Svenska]Onko rakennuksessa laboratoriotila?"", ""en"":""[English]Onko rakennuksessa laboratoriotila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
187,2802,Tutkimuslaitetila,"{""fi"":""Onko rakennuksessa tutkimuslaitetila?"", ""sv"":""[Svenska]Onko rakennuksessa tutkimuslaitetila?"", ""en"":""[English]Onko rakennuksessa tutkimuslaitetila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
188,29,Harrastus,"{""fi"":""Onko rakennuksessa harrastus?"", ""sv"":""[Svenska]Onko rakennuksessa harrastus?"", ""en"":""[English]Onko rakennuksessa harrastus?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
189,2901,Harrastetila,"{""fi"":""Onko rakennuksessa harrastetila?"", ""sv"":""[Svenska]Onko rakennuksessa harrastetila?"", ""en"":""[English]Onko rakennuksessa harrastetila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
190,2902,Kirjastotila,"{""fi"":""Onko rakennuksessa kirjastotila?"", ""sv"":""[Svenska]Onko rakennuksessa kirjastotila?"", ""en"":""[English]Onko rakennuksessa kirjastotila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
191,30,Liikunta,"{""fi"":""Onko rakennuksessa liikunta?"", ""sv"":""[Svenska]Onko rakennuksessa liikunta?"", ""en"":""[English]Onko rakennuksessa liikunta?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
192,3001,Liikuntasali,"{""fi"":""Onko rakennuksessa liikuntasali?"", ""sv"":""[Svenska]Onko rakennuksessa liikuntasali?"", ""en"":""[English]Onko rakennuksessa liikuntasali?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
193,3002,Jäähalli,"{""fi"":""Onko rakennuksessa jäähalli?"", ""sv"":""[Svenska]Onko rakennuksessa jäähalli?"", ""en"":""[English]Onko rakennuksessa jäähalli?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
194,3003,Katsomo,"{""fi"":""Onko rakennuksessa katsomo?"", ""sv"":""[Svenska]Onko rakennuksessa katsomo?"", ""en"":""[English]Onko rakennuksessa katsomo?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
195,3004,Aitio,"{""fi"":""Onko rakennuksessa aitio?"", ""sv"":""[Svenska]Onko rakennuksessa aitio?"", ""en"":""[English]Onko rakennuksessa aitio?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
196,31,Muut palvelut,"{""fi"":""Onko rakennuksessa muut palvelut?"", ""sv"":""[Svenska]Onko rakennuksessa muut palvelut?"", ""en"":""[English]Onko rakennuksessa muut palvelut?""}",,False,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
197,3101,"Löylyhuone, esteetön","{""fi"":""Onko rakennuksessa löylyhuone, esteetön?"", ""sv"":""[Svenska]Onko rakennuksessa löylyhuone, esteetön?"", ""en"":""[English]Onko rakennuksessa löylyhuone, esteetön?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
198,32,Vankila-asuminen,"{""fi"":""Onko rakennuksessa vankila-asuminen?"", ""sv"":""[Svenska]Onko rakennuksessa vankila-asuminen?"", ""en"":""[English]Onko rakennuksessa vankila-asuminen?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
199,3201,Neuvotteluhuone,"{""fi"":""Onko rakennuksessa neuvotteluhuone?"", ""sv"":""[Svenska]Onko rakennuksessa neuvotteluhuone?"", ""en"":""[English]Onko rakennuksessa neuvotteluhuone?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
200,3202,Selli,"{""fi"":""Onko rakennuksessa selli?"", ""sv"":""[Svenska]Onko rakennuksessa selli?"", ""en"":""[English]Onko rakennuksessa selli?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
201,33,Turvallisuus,"{""fi"":""Onko rakennuksessa turvallisuus?"", ""sv"":""[Svenska]Onko rakennuksessa turvallisuus?"", ""en"":""[English]Onko rakennuksessa turvallisuus?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
202,3301,Märkäeteinen,"{""fi"":""Onko rakennuksessa märkäeteinen?"", ""sv"":""[Svenska]Onko rakennuksessa märkäeteinen?"", ""en"":""[English]Onko rakennuksessa märkäeteinen?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
203,3302,Vaatehuoltotila,"{""fi"":""Onko rakennuksessa vaatehuoltotila?"", ""sv"":""[Svenska]Onko rakennuksessa vaatehuoltotila?"", ""en"":""[English]Onko rakennuksessa vaatehuoltotila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
204,3303,"WC, näyte","{""fi"":""Onko rakennuksessa wc, näyte?"", ""sv"":""[Svenska]Onko rakennuksessa wc, näyte?"", ""en"":""[English]Onko rakennuksessa wc, näyte?""}",1.0,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
205,3304,Väestönsuoja,"{""fi"":""Onko rakennuksessa väestönsuoja?"", ""sv"":""[Svenska]Onko rakennuksessa väestönsuoja?"", ""en"":""[English]Onko rakennuksessa väestönsuoja?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
206,34,Kirjasto,"{""fi"":""Onko rakennuksessa kirjasto?"", ""sv"":""[Svenska]Onko rakennuksessa kirjasto?"", ""en"":""[English]Onko rakennuksessa kirjasto?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
207,3401,Kokoelma-alue,"{""fi"":""Onko rakennuksessa kokoelma-alue?"", ""sv"":""[Svenska]Onko rakennuksessa kokoelma-alue?"", ""en"":""[English]Onko rakennuksessa kokoelma-alue?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
