group_id,group_name,group_question
1,wc,"{""fi"":""Minkälaisia WC-tiloja rakennuksessa on?"", ""sv"":""[Svenska]Hurudana toaletter innehåller byggnaden?"", ""en"":""[English]What kind of toilets does the space contain?""}"

