attribute_id,attribute_name,attribute_question,group_id,active
2505,"Pesuhuone, esteetön","{'fi':'Onko rakennuksessa pesuhuone, esteetön?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
2506,Pesupiste,"{'fi':'Onko rakennuksessa pesupiste?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
2507,Potilashuone,"{'fi':'Onko rakennuksessa potilashuone?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
2508,"Pukuhuone, esteetön","{'fi':'Onko rakennuksessa pukuhuone, esteetön?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
2509,Ryhmätila,"{'fi':'Onko rakennuksessa ryhmätila?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
2510,Välinehuoltotila,"{'fi':'Onko rakennuksessa välinehuoltotila?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
2511,Työtila,"{'fi':'Onko rakennuksessa työtila?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
26,Kuvantaminen,"{'fi':'Onko rakennuksessa kuvantaminen?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
2601,Hätäsuihku,"{'fi':'Onko rakennuksessa hätäsuihku?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
2602,Laboratoriotyöpiste,"{'fi':'Onko rakennuksessa laboratoriotyöpiste?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
2603,Tutkimushuone,"{'fi':'Onko rakennuksessa tutkimushuone?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
27,Osastohoito,"{'fi':'Onko rakennuksessa osastohoito?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
28,Laboratorio,"{'fi':'Onko rakennuksessa laboratorio?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
2801,Laboratoriotila,"{'fi':'Onko rakennuksessa laboratoriotila?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
2802,Tutkimuslaitetila,"{'fi':'Onko rakennuksessa tutkimuslaitetila?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
29,Harrastus,"{'fi':'Onko rakennuksessa harrastus?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
2901,Harrastetila,"{'fi':'Onko rakennuksessa harrastetila?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
2902,Kirjastotila,"{'fi':'Onko rakennuksessa kirjastotila?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
30,Liikunta,"{'fi':'Onko rakennuksessa liikunta?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3001,Liikuntasali,"{'fi':'Onko rakennuksessa liikuntasali?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3002,Jäähalli,"{'fi':'Onko rakennuksessa jäähalli?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3003,Katsomo,"{'fi':'Onko rakennuksessa katsomo?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3004,Aitio,"{'fi':'Onko rakennuksessa aitio?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
31,Muut palvelut,"{'fi':'Onko rakennuksessa muut palvelut?','sv':'samma på svenska','en':'in enklish'}",,False,"{'fi':'','sv':'','en':''}"
3101,"Löylyhuone, esteetön","{'fi':'Onko rakennuksessa löylyhuone, esteetön?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
32,Vankila-asuminen,"{'fi':'Onko rakennuksessa vankila-asuminen?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3201,Neuvotteluhuone,"{'fi':'Onko rakennuksessa neuvotteluhuone?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3202,Selli,"{'fi':'Onko rakennuksessa selli?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
33,Turvallisuus,"{'fi':'Onko rakennuksessa turvallisuus?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3301,Märkäeteinen,"{'fi':'Onko rakennuksessa märkäeteinen?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3302,Vaatehuoltotila,"{'fi':'Onko rakennuksessa vaatehuoltotila?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3303,"WC, näyte","{'fi':'Onko rakennuksessa wc, näyte?,','sv':'samma på svenska','en':'in enklish'}",1,True,"{'fi':'','sv':'','en':''}"
3304,Väestönsuoja,"{'fi':'Onko rakennuksessa väestönsuoja?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
34,Kirjasto,"{'fi':'Onko rakennuksessa kirjasto?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3401,Kokoelma-alue,"{'fi':'Onko rakennuksessa kokoelma-alue?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3402,Lukualue,"{'fi':'Onko rakennuksessa lukualue?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3403,Lukusali,"{'fi':'Onko rakennuksessa lukusali?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3404,Näyttelytila,"{'fi':'Onko rakennuksessa näyttelytila?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
35,Näyttely,"{'fi':'Onko rakennuksessa näyttely?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3501,Näyttelyhalli,"{'fi':'Onko rakennuksessa näyttelyhalli?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
36,Sisäuinti,"{'fi':'Onko rakennuksessa sisäuinti?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3601,Uima-allasalue,"{'fi':'Onko rakennuksessa uima-allasalue?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
37,Sisäliikunta,"{'fi':'Onko rakennuksessa sisäliikunta?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3701,Urheiluhalli,"{'fi':'Onko rakennuksessa urheiluhalli?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
38,Päivähoito,"{'fi':'Onko rakennuksessa päivähoito?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3801,Lepo- ja leikkihuone,"{'fi':'Onko rakennuksessa lepo- ja leikkihuone?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
39,Oppiminen,"{'fi':'Onko rakennuksessa oppiminen?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3901,Kotiluokka,"{'fi':'Onko rakennuksessa kotiluokka?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3902,Pintakäsittelytila,"{'fi':'Onko rakennuksessa pintakäsittelytila?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3903,Puutyötila,"{'fi':'Onko rakennuksessa puutyötila?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3904,Tekstiilityö- ja musiikkiluokka,"{'fi':'Onko rakennuksessa tekstiilityö- ja musiikkiluokka?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3905,Tulityötila,"{'fi':'Onko rakennuksessa tulityötila?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3906,Ulkoiluvälinevarasto,"{'fi':'Onko rakennuksessa ulkoiluvälinevarasto?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3907,Lukutila,"{'fi':'Onko rakennuksessa lukutila?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3908,Studiotila,"{'fi':'Onko rakennuksessa studiotila?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3909,Yleisopetustila,"{'fi':'Onko rakennuksessa yleisopetustila?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
3910,Auditorio,"{'fi':'Onko rakennuksessa auditorio?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
40,Kokoelma,"{'fi':'Onko rakennuksessa kokoelma','sv':'samma på svenska','en':'in enklish'}",,False,"{'fi':'','sv':'','en':''}"
41,Eläinten kasvatus,"{'fi':'Onko rakennuksessa eläinten kasvatus?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
4101,Eläinsuoja,"{'fi':'Onko rakennuksessa eläinsuoja?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
4102,Pesutila,"{'fi':'Onko rakennuksessa pesutila?','sv':'samma på svenska','en':'in enklish'}",,True,"{'fi':'','sv':'','en':''}"
